address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Sumqayıt şəhəri, Nariman Narimanov küçəsi 14, 45-ci məhəllə",201,40.402118439821706,49.954527549922744,,Real Tibb Mərkəzi,+994 18 642 45 80,tel:+994 18 642 45 80,"[40.402118439821706, 49.954527549922744]",40.402118439821706,49.954527549922744,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.402118439821706, 49.954527549922744]"" data-lat=""40.402118439821706"" data-long=""49.954527549922744"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Real Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Baki şəhəri, Xətai rayonu, Nəsrəddin Tusi küçəsi 21",202,40.37707989381394,49.962756352746666,,Medika Hospital,+994 12 373 07 45 • (+994 55) 202 07 45,tel:+994 12 373 07 45 • (+994 55) 202 07 45,"[40.37707989381394, 49.962756352746666]",40.37707989381394,49.962756352746666,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.37707989381394, 49.962756352746666]"" data-lat=""40.37707989381394"" data-long=""49.962756352746666"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Medika Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>..."
"Bakı şəhəri, Nəsimi rayonu, M. Cəfərov küçəsi, ev 12. AZ1102",203,40.40558984622741,49.81072570135381,,Mərcan Medicare Klinik,+994 55 450 85 05 • *8505,tel:+994 55 450 85 05 •  *8505,"[40.40558984622741, 49.81072570135381]",40.40558984622741,49.81072570135381,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40558984622741, 49.81072570135381]"" data-lat=""40.40558984622741"" data-long=""49.81072570135381"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Mərcan Medicare Klinik</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Bərdə rayonu, H.Əliyev pr. 124 A",204,40.361923100747816,47.128271114844296,,Qarabağ Klinik,(+994 50) 461 40 00,tel:(+994 50) 461 40 00,"[40.361923100747816, 47.128271114844296]",40.361923100747816,47.128271114844296,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.361923100747816, 47.128271114844296]"" data-lat=""40.361923100747816"" data-long=""47.128271114844296"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Qarabağ Klinik</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Gəncə şəhəri, H. Əliyev pr. 64",205,40.68932391559647,46.366103376228374,,İstanbul Genetics Klinika,(+994 50) 885 70 07,tel:(+994 50) 885 70 07,"[40.68932391559647, 46.366103376228374]",40.68932391559647,46.366103376228374,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.68932391559647, 46.366103376228374]"" data-lat=""40.68932391559647"" data-long=""46.366103376228374"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İstanbul Genetics Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg..."
"Masallı rayon, Qızılavar kəndi",206,39.002135417745464,48.729293105118714,,Tuva Tibb Mərkəzi,(+994 51) 324 83 88,tel:(+994 51) 324 83 88,"[39.002135417745464, 48.729293105118714]",39.002135417745464,48.729293105118714,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.002135417745464, 48.729293105118714]"" data-lat=""39.002135417745464"" data-long=""48.729293105118714"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Tuva Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Şamaxı şəhəri, Gənclər küçəsi 15",207,40.635325133693655,48.64409395885637,,MedLab Klinikası,(+994 50) 316 47 57 • (+994 20) 265 47 57,tel:(+994 50) 316 47 57 • (+994 20) 265 47 57,"[40.635325133693655, 48.64409395885637]",40.635325133693655,48.64409395885637,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.635325133693655, 48.64409395885637]"" data-lat=""40.635325133693655"" data-long=""48.64409395885637"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">MedLab Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Gəncə şəhəri, Ş.İ.Xətai, 50A",208,40.69748443416316,46.3622099049657,,APPRO Lab,(+994 51) 205 00 33,tel:(+994 51) 205 00 33,"[40.69748443416316, 46.3622099049657]",40.69748443416316,46.3622099049657,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.69748443416316, 46.3622099049657]"" data-lat=""40.69748443416316"" data-long=""46.3622099049657"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">APPRO Lab</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Gəncə şəhə..."
"Bakı şəhəri, Nəsimi rayonu, Rəşid Behbudov küç. 56",209,40.38272174833775,49.844018477313625,,Müasir Diaqnostika Klinikası,(+99412) 465-87-72 • (+99412) 910,tel:(+99412) 465-87-72 • (+99412) 910,"[40.38272174833775, 49.844018477313625]",40.38272174833775,49.844018477313625,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38272174833775, 49.844018477313625]"" data-lat=""40.38272174833775"" data-long=""49.844018477313625"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Müasir Diaqnostika Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location...."
"Bakı şəhəri, Yasamal rayonu,Abbas Mirzə Şərifzadə küçəsi 315 C",210,40.39339120980018,49.80182335206957,,Berlin Ailə və Uşaq Klinikası,(+994 12) 310 03 66,tel:(+994 12) 310 03 66,"[40.39339120980018, 49.80182335206957]",40.39339120980018,49.80182335206957,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39339120980018, 49.80182335206957]"" data-lat=""40.39339120980018"" data-long=""49.80182335206957"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Berlin Ailə və Uşaq Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
"Sumqayıt şəh., 3-cü məh., S.Bədəlbəyli küç., 4",211,40.573513415371046,49.67845918041482,,Doktor AZ Klinikası,+994 55 524 78 39 • (+994 18) 644 80 60,tel:+994 55 524 78 39 • (+994 18) 644 80 60,"[40.573513415371046, 49.67845918041482]",40.573513415371046,49.67845918041482,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.573513415371046, 49.67845918041482]"" data-lat=""40.573513415371046"" data-long=""49.67845918041482"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Doktor AZ Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
"Zaqatala şəhəri, Zərifə Əliyeva 50",212,41.629904125166156,46.64391001692094,,HAYAT Hospital,(+994 50) 890 44 22,tel:(+994 50) 890 44 22,"[41.629904125166156, 46.64391001692094]",41.629904125166156,46.64391001692094,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.629904125166156, 46.64391001692094]"" data-lat=""41.629904125166156"" data-long=""46.64391001692094"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">HAYAT Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Z..."
"Bakı şəhəri, Xətai rayonu, Əhmədli , Gəncə pr. 34",213,40.36106140372478,49.960804899498264,,Artromed Tibb Mərkəzi,+994 50 461 38 08,tel:+994 50 461 38 08,"[40.36106140372478, 49.960804899498264]",40.36106140372478,49.960804899498264,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.36106140372478, 49.960804899498264]"" data-lat=""40.36106140372478"" data-long=""49.960804899498264"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Artromed Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> ..."
"Bakı şəhəri, Xətai ray., Əhmədli qəs., Ramiz Quliyev küç., 4",214,40.37567188052681,49.94081965767345,,Rezonans Klinikası,(+994 50) 500 26 56,tel:(+994 50) 500 26 56,"[40.37567188052681, 49.94081965767345]",40.37567188052681,49.94081965767345,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.37567188052681, 49.94081965767345]"" data-lat=""40.37567188052681"" data-long=""49.94081965767345"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Rezonans Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Mingəçevir şəhəri, M.Maqomayev 81B",215,40.76708003131469,47.04551798228159,,Nərgiz Klinikası (Mingəçevir),+994 70 274 29 09,tel:+994 70 274 29 09,"[40.76708003131469, 47.04551798228159]",40.76708003131469,47.04551798228159,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.76708003131469, 47.04551798228159]"" data-lat=""40.76708003131469"" data-long=""47.04551798228159"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Nərgiz Klinikası (Mingəçevir)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
"Bakı şəh., Nərimanov ray., ​Möhsun Sənani küçəsi, 26​1",216,40.39859886504834,49.835964912988764,,Citomed Klinikası,+994 50 806 76 96 • (+994 12) 541 57 96,tel:+994 50 806 76 96 • (+994 12) 541 57 96,"[40.39859886504834, 49.835964912988764]",40.39859886504834,49.835964912988764,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39859886504834, 49.835964912988764]"" data-lat=""40.39859886504834"" data-long=""49.835964912988764"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Citomed Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Qəbələ şəhəri, H.Aslanov 102",217,40.97673827189921,47.853870336255525,,Sağlam Həyat Tibb Mərkəzi (Qəbələ),(+994 50) 807 17 80,tel:(+994 50) 807 17 80,"[40.97673827189921, 47.853870336255525]",40.97673827189921,47.853870336255525,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.97673827189921, 47.853870336255525]"" data-lat=""40.97673827189921"" data-long=""47.853870336255525"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Sağlam Həyat Tibb Mərkəzi (Qəbələ)</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/loc..."
"Sumqayıt şəhəri, N. Nərimanov küçəsi, 45-ci məhəllə",218,40.581345942233824,49.68144668277251,,İOL Göz Klinikası,(018) 652 18 08 • (+994 51) 660 01 03,tel:(018) 652 18 08 • (+994 51) 660 01 03,"[40.581345942233824, 49.68144668277251]",40.581345942233824,49.68144668277251,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.581345942233824, 49.68144668277251]"" data-lat=""40.581345942233824"" data-long=""49.68144668277251"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">İOL Göz Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı şəhəri, Nizami rayonu, Kamil Balakişiyev 61 küçəsi",219,40.4100713555806,49.94129095342442,,Loğmed Klinikası,(+994 12) 421 77 33 • (+994 12) 421 53 93,tel:(+994 12) 421 77 33 • (+994 12) 421 53 93,"[40.4100713555806, 49.94129095342442]",40.4100713555806,49.94129095342442,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.4100713555806, 49.94129095342442]"" data-lat=""40.4100713555806"" data-long=""49.94129095342442"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Loğmed Klinikası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bak..."
"Abşeron rayonu, Masazır qəsəbəsi, Əliağa Vahid küçəsi",220,40.46685300605023,49.75468663858332,,Türkmed Medical Center,(+994 55) 242 00 76,tel:(+994 55) 242 00 76,"[40.46685300605023, 49.75468663858332]",40.46685300605023,49.75468663858332,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.46685300605023, 49.75468663858332]"" data-lat=""40.46685300605023"" data-long=""49.75468663858332"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Türkmed Medical Center</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <..."
"Lənkəran şəhəri, Soltanağa Bayramov küçəsi 19",221,38.75417814077554,48.85605229615985,,Avicenna Medical Center,(+994 25) 255 30 03 • (+994 50) 507203233,tel:(+994 25) 255 30 03 • (+994 50) 507203233,"[38.75417814077554, 48.85605229615985]",38.75417814077554,48.85605229615985,,"<div class=""accordion-header each-item result-item"" data-coord=""[38.75417814077554, 48.85605229615985]"" data-lat=""38.75417814077554"" data-long=""48.85605229615985"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Avicenna Medical Center</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> ..."
"Bakı şəhəri, Abbasqulu ağa Bakixanov küçəsi 7",222,40.38772346597099,49.82861385206926,,Biomed Spektr,(012) 498 00 65,tel:(012) 498 00 65,"[40.38772346597099, 49.82861385206926]",40.38772346597099,49.82861385206926,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38772346597099, 49.82861385206926]"" data-lat=""40.38772346597099"" data-long=""49.82861385206926"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Biomed Spektr</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı..."
"Bakı şəhəri, 34 2-ci yaşayış massivi, 151 Badamdar şossesi",223,40.349445145032384,49.81089419624958,,Biovista Hospital,(+994 50) 999 83 30,tel:(+994 50) 999 83 30,"[40.349445145032384, 49.81089419624958]",40.349445145032384,49.81089419624958,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.349445145032384, 49.81089419624958]"" data-lat=""40.349445145032384"" data-long=""49.81089419624958"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Biovista Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı, Nəsimi rayonu, Sübhi Salayev küçəsi 102-114, AZ1022",224,40.38367940238617,49.83584331295153,,AMT Klinika,+994 12 596 52 55 • (+994 12) 596 53 55,tel:+994 12 596 52 55 • (+994 12) 596 53 55,"[40.38367940238617, 49.83584331295153]",40.38367940238617,49.83584331295153,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38367940238617, 49.83584331295153]"" data-lat=""40.38367940238617"" data-long=""49.83584331295153"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">AMT Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı, ..."
"Bakı şəhəri, İsmayıl bəy Qutqaşınlı 50",225,40.36974917626365,49.82101738758973,,German Hospital,(+994 12) 538 66 60 • (+994 55) 455 78 81,tel:(+994 12) 538 66 60 • (+994 55) 455 78 81,"[40.36974917626365, 49.82101738758973]",40.36974917626365,49.82101738758973,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.36974917626365, 49.82101738758973]"" data-lat=""40.36974917626365"" data-long=""49.82101738758973"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">German Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ba..."
"Şəki şəhəri, Zərifə Əliyeva küçəsi 90",226,41.15731832309094,47.17897298415225,,Bonum Medical,(+994 50) 663 00 88,tel:(+994 50) 663 00 88,"[41.15731832309094, 47.17897298415225]",41.15731832309094,47.17897298415225,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.15731832309094, 47.17897298415225]"" data-lat=""41.15731832309094"" data-long=""47.17897298415225"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Bonum Medical</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Şəki..."
"Bakı şəhəri, Kazım Kazımzadə 123",227,40.378223671386145,49.818023138578305,,Limbak Labor,(+994 12) 408 96 37 • (+994 12) 539 96 37,tel:(+994 12) 408 96 37 • (+994 12) 539 96 37,"[40.378223671386145, 49.818023138578305]",40.378223671386145,49.818023138578305,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.378223671386145, 49.818023138578305]"" data-lat=""40.378223671386145"" data-long=""49.818023138578305"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Limbak Labor</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Bakı şəhəri, Nərimanov rayonu, Həsənoğlu küçəsi 17",228,40.40407012613917,49.86536364553634,,Labco Klinik Laboratoriya Mərkəzi,*4050,tel:*4050,"[40.40407012613917, 49.86536364553634]",40.40407012613917,49.86536364553634,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.40407012613917, 49.86536364553634]"" data-lat=""40.40407012613917"" data-long=""49.86536364553634"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Labco Klinik Laboratoriya Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/locati..."
"Bakı şəh., Süleyman Rüstəm küç., 69",229,40.39467020353173,49.840620722768165,,Photomed Diaqnostika Mərkəzi,(+994)50 596 56 56,tel:(+994)50 596 56 56,"[40.39467020353173, 49.840620722768165]",40.39467020353173,49.840620722768165,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39467020353173, 49.840620722768165]"" data-lat=""40.39467020353173"" data-long=""49.840620722768165"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Photomed Diaqnostika Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location...."
"Bakı şəhəri, Yasamal rayonu, Dadaş Bünyadzadə küç. 1",230,40.3882857370183,49.79303395160466,,Vital Hospital,(+994 50) 312 23 12 • (+994 12) 437 52 10,tel:(+994 50) 312 23 12 • (+994 12) 437 52 10,"[40.3882857370183, 49.79303395160466]",40.3882857370183,49.79303395160466,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.3882857370183, 49.79303395160466]"" data-lat=""40.3882857370183"" data-long=""49.79303395160466"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Vital Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı ..."
"Bakı şəhəri, Nəsimi rayonu S.Vurğun küçəsi 116",231,40.39612074709419,49.83451197066176,,MediPark Diaqnostik Klinika,+994 12 541 54 40 • (+994 55) 540 02 75,tel:+994 12 541 54 40 • (+994 55) 540 02 75,"[40.39612074709419, 49.83451197066176]",40.39612074709419,49.83451197066176,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39612074709419, 49.83451197066176]"" data-lat=""40.39612074709419"" data-long=""49.83451197066176"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">MediPark Diaqnostik Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg..."
"Bakı şəhəri, Eldar Tağızadə küç.1",232,40.38594963127213,49.84443813204586,,Dr.Kamal Klinika,(+994 50) 323 11 19 • (+994 55) 310 80 66,tel:(+994 50) 323 11 19 • (+994 55) 310 80 66,"[40.38594963127213, 49.84443813204586]",40.38594963127213,49.84443813204586,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38594963127213, 49.84443813204586]"" data-lat=""40.38594963127213"" data-long=""49.84443813204586"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Dr.Kamal Klinika</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>B..."
"Bakı şəhəri, Nəsimi rayon, Rəsul Rza küç. 24",233,40.374515638098295,49.83854182091262,,International Medical Center 1,(+994 12) 596 13 16,tel:(+994 12) 596 13 16,"[40.374515638098295, 49.83854182091262]",40.374515638098295,49.83854182091262,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.374515638098295, 49.83854182091262]"" data-lat=""40.374515638098295"" data-long=""49.83854182091262"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">International Medical Center 1</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/locatio..."
"Gəncə şəhəri, yeni Gəncə qəsəbəsi, 28 May küçəsi 23",234,40.68538100676595,46.33100319679065,,Yeni Gəncə Tibb Mərkəzi,(+994 22) 254 07 00 • (+994 50) 559 03 03,tel:(+994 22) 254 07 00 • (+994 50) 559 03 03,"[40.68538100676595, 46.33100319679065]",40.68538100676595,46.33100319679065,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.68538100676595, 46.33100319679065]"" data-lat=""40.68538100676595"" data-long=""46.33100319679065"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Yeni Gəncə Tibb Mərkəzi</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> ..."
"Goranboy şəhəri, Cəfər Cabbarlı 33",235,40.61330966723803,46.804156332045864,,Med Life Hospital,(+994 50) 839 17 18,tel:(+994 50) 839 17 18,"[40.61330966723803, 46.804156332045864]",40.61330966723803,46.804156332045864,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.61330966723803, 46.804156332045864]"" data-lat=""40.61330966723803"" data-long=""46.804156332045864"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Med Life Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <spa..."
"Bakı şəhəri, Xətai ray, Babək prospekti, ev 92N",236,40.39454950249945,49.96486904638154,,Baku Medical Plaza,909,tel:909,"[40.39454950249945, 49.96486904638154]",40.39454950249945,49.96486904638154,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39454950249945, 49.96486904638154]"" data-lat=""40.39454950249945"" data-long=""49.96486904638154"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">Baku Medical Plaza</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span..."
"Gəncə şəhəri, Şah İsmayıl Xətai 93",237,40.70225304154979,46.36875251630643,,DNK İstanbul Hospital,(+994 10) 310 03 11 • (+994 55) 284 00 74,tel:(+994 10) 310 03 11 • (+994 55) 284 00 74,"[40.70225304154979, 46.36875251630643]",40.70225304154979,46.36875251630643,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.70225304154979, 46.36875251630643]"" data-lat=""40.70225304154979"" data-long=""46.36875251630643"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class=""privateHospital"">DNK İstanbul Hospital</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <s..."
